user_id,signup_date,plan_type,monthly_fee,avg_weekly_usage_hours,support_tickets,payment_failures,tenure_months,last_login_days_ago,churn
1379,06/04/2023,Basic,199,6.2,6,2,29,9,No
1380,04/07/2023,Standard,399,11.8,2,1,12,36,No
1381,14/09/2024,Premium,699,1,2,1,19,52,Yes
1382,17/02/2024,Basic,199,4,6,1,5,29,No
1383,22/01/2023,Basic,199,3.9,0,4,34,6,Yes
1384,02/10/2023,Basic,199,19.2,0,1,1,15,No
1385,13/12/2023,Basic,199,19.9,0,0,1,34,No
1386,17/06/2023,Premium,699,5.5,7,4,6,57,Yes
1387,04/10/2024,Standard,399,12.2,3,0,22,34,No
1388,07/06/2024,Premium,699,1,0,0,8,34,Yes
1389,31/05/2023,Standard,399,0.5,3,0,10,14,No
1390,26/04/2023,Standard,399,6,6,5,19,56,Yes
1391,22/09/2024,Standard,399,24.8,3,0,11,18,No
1392,14/03/2024,Standard,399,9.3,1,0,8,38,Yes
1393,05/11/2023,Premium,699,15.2,6,1,22,57,No
1394,13/01/2024,Premium,699,9,1,2,19,58,Yes
1395,04/02/2024,Standard,399,19.8,2,5,5,9,Yes
1396,13/10/2023,Standard,399,20.5,1,4,31,27,No
1397,23/11/2023,Basic,199,8.4,2,1,6,49,No
1398,22/05/2023,Standard,399,12.3,6,4,28,50,Yes
1399,29/06/2024,Premium,699,9.9,8,3,16,34,Yes
1400,13/08/2023,Premium,699,9.9,6,4,15,36,No
1401,25/07/2024,Premium,699,6.3,0,1,6,54,Yes
1402,23/05/2023,Standard,399,23.1,0,2,9,23,No
1403,18/08/2023,Standard,399,4,8,3,30,15,Yes
1404,10/03/2024,Basic,199,3.4,2,3,9,46,Yes
1405,11/06/2023,Standard,399,17.7,1,3,4,53,Yes
1406,02/03/2024,Basic,199,9.4,1,1,10,4,Yes
1407,03/11/2023,Basic,199,12,2,5,12,33,No
1408,24/04/2023,Standard,399,18.2,7,5,27,44,Yes
1409,14/06/2023,Basic,199,22.1,0,4,4,48,Yes
1410,08/08/2024,Basic,199,20.9,7,4,26,45,No
1411,18/06/2024,Premium,699,17.9,6,1,20,17,No
1412,08/07/2023,Standard,399,18.7,6,4,9,3,Yes
1413,30/10/2024,Premium,699,15.3,1,5,36,29,Yes
1414,10/03/2024,Premium,699,20.8,2,0,26,51,No
1415,10/12/2023,Basic,199,3.2,1,2,18,38,Yes
1416,12/01/2023,Basic,199,7.4,8,0,16,4,Yes
1417,06/08/2024,Standard,399,14,0,1,13,17,Yes
1418,13/11/2023,Premium,699,14.3,7,0,3,3,No
1419,05/02/2024,Basic,199,18.9,6,4,23,12,Yes
1420,30/05/2024,Premium,699,24.4,1,2,23,26,No
1421,03/05/2024,Basic,199,20.3,2,0,33,37,No
1422,02/10/2024,Premium,699,7.6,2,5,3,29,Yes
1423,28/05/2024,Basic,199,22.2,2,5,15,10,No
1424,25/10/2023,Premium,699,23.3,5,3,34,50,Yes
1425,13/09/2024,Standard,399,1.5,6,1,28,13,No
1426,13/11/2023,Basic,199,14.4,7,0,10,51,Yes
1427,15/06/2023,Premium,699,12.7,7,2,6,10,No
1428,16/04/2024,Basic,199,14.6,5,0,18,4,Yes
1429,07/05/2023,Standard,399,24.5,7,5,31,59,Yes
1430,27/11/2024,Premium,699,1.5,4,3,32,26,Yes
1431,02/06/2024,Basic,199,9.5,5,2,29,5,No
1432,08/09/2023,Standard,399,22,0,4,17,41,Yes
1433,13/02/2024,Premium,699,0.7,1,2,36,24,Yes
1434,24/04/2024,Basic,199,10,7,5,15,5,Yes
1435,21/04/2023,Premium,699,22.6,7,0,35,5,Yes
1436,10/09/2024,Standard,399,5.4,5,0,28,20,No
1437,12/07/2024,Standard,399,17.7,7,0,14,17,No
1438,07/09/2024,Basic,199,4.1,3,2,31,36,Yes
1439,05/08/2023,Standard,399,23.4,5,3,4,30,Yes
1440,19/02/2024,Basic,199,7.1,2,0,28,9,Yes
1441,23/09/2023,Basic,199,21.9,7,3,20,33,Yes
1442,23/07/2023,Basic,199,2.8,6,2,4,48,Yes
1443,14/12/2024,Standard,399,12.3,8,5,27,50,Yes
1444,03/09/2024,Standard,399,22.9,6,0,23,35,No
1445,21/11/2023,Basic,199,18.2,2,2,5,42,No
1446,21/11/2024,Basic,199,22.5,2,3,10,55,Yes
1447,09/05/2023,Standard,399,13.3,0,3,17,60,No
1448,12/07/2023,Premium,699,16.2,1,0,29,13,No
1449,15/07/2023,Standard,399,19.5,6,1,35,22,Yes
1450,29/05/2024,Premium,699,9.6,5,0,1,19,No
1451,09/07/2024,Basic,199,16.4,7,3,32,26,Yes
1452,14/03/2024,Standard,399,24.4,5,0,34,59,Yes
1453,06/11/2024,Standard,399,14,2,4,12,27,Yes
1454,02/04/2023,Premium,699,16,1,0,28,51,No
1455,30/09/2024,Premium,699,15.6,6,0,2,31,No
1456,24/10/2023,Premium,699,16,8,4,7,51,Yes
1457,25/04/2024,Standard,399,6,7,4,14,24,Yes
1458,21/12/2024,Basic,199,24.2,7,3,23,58,No
1459,05/11/2024,Premium,699,0.7,5,1,26,32,Yes
1460,29/02/2024,Standard,399,21,6,5,20,15,Yes
1461,22/11/2023,Basic,199,1.1,5,4,1,52,Yes
1462,17/07/2023,Standard,399,24,6,1,11,35,No
1463,27/06/2023,Premium,699,20.8,6,1,26,60,No
1464,10/05/2023,Standard,399,13.2,6,1,21,6,No
1465,20/07/2024,Premium,699,16,6,5,8,58,Yes
1466,30/08/2024,Basic,199,5.5,1,0,21,27,Yes
1467,14/05/2023,Basic,199,15.6,8,0,2,36,Yes
1468,09/09/2023,Standard,399,5.1,3,2,23,12,No
1469,04/10/2024,Premium,699,19.4,0,2,25,5,No
1470,04/07/2023,Basic,199,3.2,1,0,7,9,Yes
1471,23/01/2023,Basic,199,12.6,5,1,5,25,Yes
1472,18/11/2023,Standard,399,12.4,1,1,5,43,No
1473,06/11/2024,Premium,699,20.3,2,2,29,0,No
1474,06/09/2024,Premium,699,3.4,5,2,3,30,Yes
1475,02/07/2024,Premium,699,4.4,4,0,1,12,No
1476,11/08/2023,Basic,199,13,2,1,34,55,No
1477,02/10/2023,Basic,199,3.9,1,5,21,44,No
1478,29/10/2023,Standard,399,5.4,1,2,31,45,Yes
1479,04/12/2024,Standard,399,11.2,6,1,32,16,Yes
1480,16/11/2023,Premium,699,24.1,1,4,18,50,No
1481,02/09/2024,Basic,199,23.9,7,3,14,56,Yes
1482,03/08/2024,Premium,699,20.5,1,4,18,24,Yes
1483,07/06/2024,Standard,399,22.5,1,3,24,10,No
1484,04/07/2023,Standard,399,7.7,8,2,27,25,Yes
1485,16/01/2024,Standard,399,19.9,5,1,28,4,Yes
1486,03/12/2023,Standard,399,19.6,1,0,10,20,No
1487,18/10/2023,Basic,199,14.4,5,1,30,35,Yes
1488,18/11/2024,Premium,699,13.4,1,4,14,17,No
1489,21/07/2023,Basic,199,17.2,6,2,27,52,Yes
1490,25/06/2023,Basic,199,12.7,4,3,32,7,Yes
1491,21/10/2024,Premium,699,15,3,4,21,1,Yes
1492,07/02/2023,Premium,699,22.8,4,1,1,53,No
1493,01/03/2024,Premium,699,1.5,0,0,34,30,Yes
1494,17/11/2023,Premium,699,7.2,5,3,20,5,No
1495,05/05/2023,Standard,399,10.1,7,3,4,54,Yes
1496,27/11/2023,Standard,399,1.2,0,0,7,8,Yes
1497,13/01/2024,Premium,699,6,1,1,28,46,No
1498,24/04/2023,Premium,699,23.4,0,2,1,56,No
1499,24/01/2024,Basic,199,2.3,5,5,20,39,Yes
1500,01/06/2023,Standard,399,23.2,7,0,11,8,No
1501,04/05/2024,Premium,699,16.1,1,4,27,33,Yes
1502,28/09/2023,Premium,699,24.4,5,5,32,30,Yes
1503,30/07/2023,Standard,399,9.1,3,5,6,41,No
1504,10/08/2023,Premium,699,2.3,7,0,5,13,Yes
1505,24/06/2024,Standard,399,5.1,1,2,25,13,No
1506,31/05/2024,Premium,699,19.1,4,5,21,29,Yes
1507,09/06/2024,Basic,199,5.9,5,3,9,28,No
1508,14/08/2024,Basic,199,5.1,4,3,26,10,No
1509,16/04/2024,Premium,699,4.1,1,5,7,7,Yes
1510,17/07/2024,Basic,199,1.2,8,3,18,22,Yes
1511,08/12/2023,Basic,199,11.1,2,3,23,32,Yes
1512,08/03/2024,Basic,199,7.2,1,0,29,41,No
1513,20/05/2024,Basic,199,5.1,2,4,19,17,No
1514,13/08/2023,Premium,699,3.2,0,5,28,15,No
1515,10/10/2023,Basic,199,22.4,4,1,4,4,No
1516,09/12/2024,Basic,199,10.1,1,1,26,46,No
1517,02/09/2024,Standard,399,5.5,3,2,32,40,Yes
1518,09/11/2023,Standard,399,2.8,8,5,1,39,Yes
1519,11/04/2024,Premium,699,4.7,1,1,16,11,Yes
1520,28/09/2023,Basic,199,16.8,6,2,1,1,Yes
1521,20/08/2024,Basic,199,17.1,0,4,11,22,No
1522,03/08/2024,Basic,199,21.9,7,0,32,2,No
1523,07/04/2023,Premium,699,21,8,4,19,10,No
1524,12/07/2024,Basic,199,20.2,5,3,20,31,Yes
1525,28/12/2024,Standard,399,6.7,7,0,32,52,Yes
1526,17/10/2024,Standard,399,19.5,7,0,34,17,No
1527,01/02/2023,Basic,199,24.5,3,5,10,9,No
1528,16/10/2024,Basic,199,9.3,1,1,28,58,No
1529,29/09/2023,Basic,199,22,8,3,18,56,Yes
1530,10/10/2023,Premium,699,22.3,6,4,23,26,No
1531,06/05/2023,Standard,399,1.5,8,5,13,21,Yes
1532,25/05/2024,Standard,399,14.4,5,2,30,7,No
1533,11/11/2024,Premium,699,11.9,2,4,10,18,No
1534,11/08/2023,Basic,199,12.4,1,2,20,0,No
1535,01/01/2023,Standard,399,1.8,4,0,8,27,Yes
1536,28/07/2024,Basic,199,3.9,4,4,17,42,Yes
1537,24/03/2023,Basic,199,18,2,5,6,12,No
1538,31/01/2024,Standard,399,1.3,5,1,15,51,Yes
1539,15/11/2023,Standard,399,24.2,1,2,26,58,Yes
1540,24/07/2023,Basic,199,17.1,5,4,28,8,No
1541,03/08/2024,Standard,399,10.7,3,2,9,19,Yes
1542,28/03/2024,Premium,699,13.9,6,3,30,6,Yes
1543,06/03/2024,Premium,699,12.8,5,3,21,22,Yes
1544,24/05/2023,Standard,399,1.2,8,0,30,49,Yes
1545,02/08/2024,Premium,699,19.8,8,2,20,8,No
1546,18/04/2024,Standard,399,19,6,1,4,25,No
1547,27/10/2024,Premium,699,21.1,1,0,30,17,No
1548,04/03/2023,Basic,199,15.1,4,4,22,30,Yes
1549,29/07/2024,Basic,199,18.6,0,5,33,13,No
1550,07/01/2023,Premium,699,3.8,2,2,32,40,Yes
1551,16/06/2024,Standard,399,3.3,0,1,13,38,No
1552,05/02/2024,Basic,199,5.5,7,0,16,53,No
1553,13/07/2024,Basic,199,7.8,7,1,8,52,Yes
1554,09/07/2023,Standard,399,21.6,1,3,29,9,No
1555,24/10/2023,Basic,199,4.7,8,1,16,30,Yes
1556,31/01/2024,Premium,699,24,7,2,7,42,Yes
1557,04/05/2023,Premium,699,11.9,6,1,7,1,No
1558,03/11/2024,Premium,699,0.8,4,0,25,41,Yes
1559,14/04/2024,Premium,699,1.5,5,1,29,29,No
1560,04/08/2023,Standard,399,24.6,5,4,1,54,No
1561,02/11/2024,Standard,399,10.1,1,1,34,41,Yes
1562,07/11/2023,Premium,699,11.8,2,2,22,50,No
1563,04/07/2023,Standard,399,22.9,7,3,5,30,Yes
1564,25/08/2024,Premium,699,19.5,8,2,33,8,No
1565,12/06/2023,Premium,699,14.8,6,0,23,2,Yes
1566,26/08/2023,Basic,199,16.8,7,5,7,30,Yes
1567,06/03/2024,Premium,699,3.1,2,5,16,57,Yes
1568,28/03/2024,Basic,199,15.5,1,0,4,54,No
1569,17/05/2023,Standard,399,23.1,5,0,2,44,Yes
1570,19/08/2023,Premium,699,5.4,4,3,36,28,Yes
1571,06/10/2024,Basic,199,11.1,8,1,11,5,No
1572,04/08/2024,Premium,699,5.5,2,0,7,23,No
1573,07/08/2024,Premium,699,8.8,8,3,5,12,No
1574,13/03/2024,Standard,399,9.1,8,1,33,51,Yes
1575,14/04/2023,Premium,699,21.9,1,1,25,50,No
1576,24/10/2023,Basic,199,6.1,8,2,32,1,Yes
1577,12/08/2024,Standard,399,17.7,1,1,25,18,Yes
1578,13/07/2024,Basic,199,23.3,8,2,34,25,Yes
1579,07/03/2024,Premium,699,14.8,4,5,8,1,Yes
1580,04/12/2023,Standard,399,8.7,0,1,13,13,No
1581,06/02/2023,Premium,699,6.3,1,4,4,57,No
1582,05/10/2023,Standard,399,23.8,1,4,5,30,No
1583,17/03/2024,Premium,699,3,7,4,3,14,Yes
1584,20/07/2023,Standard,399,19.6,3,0,20,59,Yes
1585,22/01/2024,Premium,699,17.2,0,4,25,30,Yes
1586,01/05/2023,Premium,699,11,6,4,9,8,Yes
1587,26/08/2023,Premium,699,9.1,5,3,24,58,Yes
1588,16/01/2023,Basic,199,6.1,8,4,1,2,No
1589,17/10/2023,Premium,699,20.4,1,0,16,8,No
1590,05/05/2024,Basic,199,9.1,3,2,21,8,No
1591,21/05/2024,Premium,699,16.6,1,2,8,60,Yes
1592,11/01/2024,Premium,699,22.5,3,3,23,45,Yes
1593,15/12/2024,Premium,699,21.8,3,4,19,57,Yes
1594,12/05/2024,Premium,699,3.1,5,3,33,45,Yes
1595,20/07/2024,Standard,399,5.5,2,4,6,14,Yes
1596,27/10/2024,Basic,199,9.6,2,0,8,15,No
1597,04/11/2023,Standard,399,1,0,2,8,17,Yes
1598,29/01/2024,Basic,199,7.3,6,3,4,1,No
1599,23/02/2023,Standard,399,6,6,1,3,42,Yes
1600,11/12/2023,Premium,699,1.3,5,0,20,58,Yes
1601,13/03/2024,Standard,399,19.1,5,5,14,53,Yes
1602,25/11/2024,Premium,699,20.3,8,3,4,60,Yes
1603,23/04/2024,Standard,399,11.9,8,2,35,10,No
1604,08/10/2023,Premium,699,3.7,0,2,16,51,Yes
1605,22/09/2024,Basic,199,19.4,4,2,16,36,Yes
1606,13/01/2023,Standard,399,7.1,4,5,24,51,No
1607,18/04/2024,Basic,199,14.4,5,2,20,54,Yes
1608,23/07/2024,Basic,199,0.7,0,2,29,30,Yes
1609,18/11/2023,Basic,199,1.9,1,2,27,57,Yes
1610,21/08/2023,Basic,199,4.9,4,2,29,55,Yes
1611,08/07/2023,Premium,699,4.1,0,1,12,7,No
1612,04/03/2023,Premium,699,21.6,5,0,33,35,No
1613,28/12/2023,Premium,699,24.4,0,5,17,54,No
1614,26/04/2023,Premium,699,15.2,5,0,3,4,No
1615,28/11/2024,Premium,699,6.3,5,4,5,23,No
1616,04/01/2024,Standard,399,16.2,4,1,5,1,No
1617,28/09/2024,Standard,399,22.5,5,3,27,60,No
1618,19/04/2023,Basic,199,9.5,4,1,11,58,No
1619,18/08/2024,Premium,699,20.3,8,5,14,49,Yes
1620,03/06/2023,Premium,699,23.5,6,4,23,2,No
1621,07/10/2024,Standard,399,23.9,3,4,6,32,No
1622,28/04/2024,Premium,699,13.7,1,4,27,51,Yes
1623,28/10/2023,Premium,699,13.2,5,2,34,12,No
1624,29/04/2023,Basic,199,6.5,5,1,22,29,Yes
1625,01/06/2024,Premium,699,11.4,6,2,16,5,Yes
1626,06/08/2024,Basic,199,16.5,3,3,24,50,Yes
1627,12/09/2024,Basic,199,6.5,6,5,35,37,Yes
1628,01/06/2023,Standard,399,8.9,1,0,19,26,No
1629,20/06/2023,Premium,699,16,3,1,32,56,No
1630,14/04/2023,Basic,199,7,8,5,27,59,Yes
1631,16/05/2023,Basic,199,20.9,0,5,3,10,No
1632,24/07/2024,Premium,699,23,6,2,34,8,Yes
1633,16/02/2023,Basic,199,3.4,5,4,19,38,Yes
1634,22/03/2024,Basic,199,23.8,6,5,23,28,Yes
1635,05/06/2024,Standard,399,17.7,2,5,31,49,Yes
1636,25/11/2023,Basic,199,22.4,5,5,10,41,Yes
1637,16/12/2023,Standard,399,13,4,0,12,14,No
1638,23/11/2023,Basic,199,22.5,8,3,34,18,Yes
1639,22/09/2024,Basic,199,1.5,3,3,10,33,Yes
1640,25/03/2024,Standard,399,9,2,0,7,18,No
1641,26/08/2023,Basic,199,7.6,4,4,11,48,Yes
1642,22/06/2023,Premium,699,4,3,4,18,53,Yes
1643,15/05/2024,Basic,199,24,8,4,3,51,Yes
1644,09/04/2024,Basic,199,5.5,6,5,24,28,Yes
1645,27/09/2023,Standard,399,18,1,3,8,56,Yes
1646,16/08/2023,Basic,199,24.8,1,2,9,51,Yes
1647,09/06/2024,Premium,699,8.5,8,2,5,17,Yes
1648,23/12/2024,Premium,699,17.8,5,0,5,27,Yes
1649,06/02/2023,Premium,699,5.2,8,5,21,53,No
1650,26/04/2024,Premium,699,6.5,6,1,1,43,Yes
1651,01/04/2023,Basic,199,20.4,7,2,32,8,Yes
1652,28/12/2024,Premium,699,0.6,1,3,14,35,Yes
1653,29/08/2023,Basic,199,10.7,4,4,3,24,Yes
1654,27/10/2023,Premium,699,12.4,2,2,23,53,Yes
1655,30/10/2023,Premium,699,12.5,6,4,32,22,Yes
1656,09/11/2024,Basic,199,3.3,4,3,15,28,Yes
1657,12/02/2024,Standard,399,4.8,5,5,8,7,Yes
1658,29/08/2023,Premium,699,19.5,7,3,9,38,Yes
1659,27/11/2023,Basic,199,7.1,3,3,19,3,No
1660,25/02/2023,Standard,399,10.6,7,3,21,25,Yes
1661,03/04/2024,Standard,399,18.3,5,5,32,52,Yes
1662,23/04/2023,Standard,399,14.5,2,4,15,13,No
1663,24/01/2024,Premium,699,3.7,8,0,22,60,Yes
1664,04/08/2023,Basic,199,22.8,8,0,22,41,Yes
1665,23/08/2023,Standard,399,5.4,2,4,35,25,No
1666,12/09/2023,Standard,399,22.8,5,3,11,13,No
1667,11/05/2024,Basic,199,21.2,8,0,3,32,Yes
1668,11/09/2023,Basic,199,7.4,0,1,11,40,No
1669,04/10/2023,Basic,199,18.9,6,5,18,25,Yes
1670,08/07/2024,Basic,199,2.3,6,0,5,0,No
1671,16/11/2023,Premium,699,2.8,6,1,10,53,Yes
1672,13/04/2023,Standard,399,13.1,0,2,28,17,No
1673,28/07/2024,Standard,399,9.7,6,0,31,14,No
1674,23/05/2024,Standard,399,7.5,8,4,31,15,Yes
1675,14/08/2024,Premium,699,23.8,8,5,26,6,Yes
1676,20/10/2024,Basic,199,19.4,7,2,26,30,Yes
1677,16/05/2024,Standard,399,4,1,0,22,35,Yes
1678,03/08/2024,Premium,699,2.6,6,4,16,53,Yes
1679,04/06/2023,Basic,199,19.3,4,3,4,19,No
1680,29/07/2024,Basic,199,17.4,6,0,21,17,No
1681,10/06/2024,Standard,399,12.7,3,2,35,29,No
1682,14/01/2023,Premium,699,23.1,6,5,6,4,Yes
1683,27/04/2023,Basic,199,18.8,2,1,34,28,No
1684,14/07/2024,Basic,199,12.6,8,3,28,8,No
1685,23/11/2024,Standard,399,0.7,1,3,26,18,No
1686,25/10/2023,Standard,399,8.4,5,4,34,41,Yes
1687,18/04/2024,Premium,699,20.2,5,4,14,38,Yes
1688,30/04/2024,Basic,199,23.2,2,1,22,33,No
1689,06/01/2023,Basic,199,10.7,2,3,21,4,No
1690,04/03/2023,Standard,399,5.4,1,4,13,29,Yes
1691,20/08/2023,Premium,699,15.1,1,2,30,40,Yes
1692,12/03/2024,Standard,399,23.2,4,2,1,52,No
1693,06/11/2024,Premium,699,9.5,6,2,20,35,Yes
1694,27/09/2023,Basic,199,15,1,5,5,13,Yes
1695,05/12/2023,Premium,699,3.6,8,4,7,41,Yes
1696,26/08/2023,Premium,699,24.2,7,1,18,10,Yes
1697,01/01/2023,Basic,199,23.3,2,1,6,10,No
1698,11/03/2024,Standard,399,22.5,0,1,5,32,No
1699,22/01/2024,Premium,699,8.5,8,0,31,15,No
1700,11/09/2024,Standard,399,9.2,8,2,31,33,Yes
1701,27/07/2024,Basic,199,23.7,4,5,11,9,No
1702,21/03/2024,Standard,399,17.5,4,5,32,7,No
1703,10/03/2024,Premium,699,4.9,5,3,23,49,Yes
1704,11/01/2023,Basic,199,22,3,3,36,23,Yes
1705,07/04/2023,Basic,199,9.3,3,0,29,37,Yes
1706,09/10/2023,Standard,399,12.8,0,4,17,17,Yes
1707,08/08/2024,Premium,699,10.3,4,2,31,40,Yes
1708,25/10/2024,Basic,199,24.9,7,3,31,11,Yes
1709,23/12/2024,Premium,699,1.4,0,4,7,57,Yes
1710,03/05/2023,Premium,699,21.8,2,0,12,26,No
1711,12/10/2023,Basic,199,16.1,0,2,29,6,No
1712,23/08/2024,Basic,199,8.7,5,5,2,10,No
1713,04/03/2023,Premium,699,13.2,6,3,24,53,Yes
1714,26/06/2023,Basic,199,20.7,8,1,13,46,Yes
1715,12/10/2024,Standard,399,7.3,3,5,3,32,Yes
1716,04/08/2024,Premium,699,8.1,8,2,1,7,Yes
1717,06/07/2023,Premium,699,14.4,7,0,6,7,No
1718,15/10/2024,Premium,699,5,0,1,6,50,Yes
1719,15/07/2023,Standard,399,2.5,3,2,30,53,Yes
1720,24/05/2023,Premium,699,8.1,6,5,9,18,Yes
1721,30/10/2023,Premium,699,10.6,3,2,21,56,Yes
1722,19/10/2024,Standard,399,7,7,2,29,37,Yes
1723,30/01/2024,Premium,699,20.8,2,0,29,60,No
1724,23/10/2023,Basic,199,14.4,6,2,35,41,No
1725,03/10/2023,Basic,199,17.6,8,4,22,53,Yes
1726,29/04/2023,Basic,199,19.4,4,1,33,29,Yes
1727,22/01/2024,Premium,699,12.1,7,4,12,20,Yes
1728,09/01/2023,Premium,699,8.4,1,5,3,22,No
1729,02/01/2024,Basic,199,12.1,5,5,27,57,Yes
1730,12/04/2024,Standard,399,11.9,2,0,11,28,No
1731,07/09/2024,Premium,699,18.4,7,1,28,16,No
1732,03/06/2024,Standard,399,17.1,4,0,31,59,No
1733,17/06/2023,Basic,199,10.9,4,4,27,25,Yes
1734,23/05/2023,Premium,699,23.1,8,1,11,60,No
1735,25/05/2023,Basic,199,19.8,0,0,22,19,No
1736,26/06/2023,Standard,399,10.2,7,0,30,42,Yes
1737,08/09/2023,Standard,399,2.5,3,1,20,27,Yes
1738,13/04/2023,Basic,199,21.2,5,0,36,30,Yes
1739,19/04/2024,Standard,399,17.3,3,3,36,42,Yes
1740,17/05/2023,Premium,699,19.2,1,3,16,8,Yes
1741,22/12/2023,Standard,399,22.5,6,4,21,25,Yes
1742,28/05/2024,Standard,399,5.9,2,1,2,23,No
1743,05/08/2023,Basic,199,22.9,3,1,26,31,Yes
1744,19/10/2023,Standard,399,2.8,6,5,28,11,Yes
1745,07/03/2024,Standard,399,17,7,0,25,16,No
1746,21/12/2023,Basic,199,10.3,8,0,11,29,No
1747,11/08/2024,Premium,699,16.6,6,0,7,10,No
1748,16/02/2024,Premium,699,17.3,0,3,25,41,No
1749,06/04/2024,Standard,399,7.9,4,5,4,40,Yes
1750,03/07/2023,Premium,699,19.6,5,4,24,23,Yes
1751,25/12/2024,Standard,399,19.1,1,1,35,0,No
1752,10/02/2023,Premium,699,5.3,7,3,17,3,Yes
1753,11/03/2024,Basic,199,11.8,0,4,32,43,Yes
1754,01/01/2024,Standard,399,19.3,0,4,19,17,Yes
1755,01/01/2024,Standard,399,11.4,4,5,2,2,No
1756,07/04/2023,Premium,699,13.5,6,1,3,11,Yes
1757,06/12/2024,Basic,199,16,6,2,10,22,No
1758,01/12/2023,Premium,699,23,8,4,16,29,Yes
1759,22/03/2023,Standard,399,4.1,1,3,3,32,No
1760,30/10/2024,Standard,399,10.9,0,1,20,60,No
1761,25/09/2023,Premium,699,21,6,0,6,50,Yes
1762,10/08/2024,Standard,399,13.7,3,5,33,51,Yes
1763,10/07/2023,Standard,399,19.1,6,2,14,47,Yes
1764,06/01/2023,Standard,399,17,6,1,33,43,Yes
1765,18/04/2024,Standard,399,1,6,5,14,8,Yes
1766,07/03/2023,Premium,699,2.9,3,0,21,45,Yes
1767,03/12/2023,Premium,699,18.3,7,4,19,26,Yes
1768,21/12/2023,Premium,699,12.2,8,0,25,21,Yes
1769,20/11/2024,Standard,399,11.8,7,1,10,34,No
1770,20/12/2023,Standard,399,10.4,1,5,17,31,Yes
1771,19/11/2023,Basic,199,18.8,8,2,14,19,Yes
1772,01/03/2024,Standard,399,1.2,2,4,30,22,Yes
1773,15/05/2023,Basic,199,14.1,7,1,19,24,No
1774,02/07/2023,Standard,399,2.9,3,1,8,7,No
1775,13/10/2023,Basic,199,14,5,1,26,26,No
1776,19/08/2023,Standard,399,15.9,5,4,24,34,Yes
1777,01/07/2023,Standard,399,19,4,3,32,10,No
1778,11/04/2023,Standard,399,0.6,5,3,19,41,Yes
1779,18/08/2023,Standard,399,24.4,6,1,27,40,Yes
1780,20/06/2023,Basic,199,25,6,0,33,20,No
1781,31/10/2024,Premium,699,17.3,5,0,31,47,No
1782,03/09/2023,Standard,399,13,3,1,36,29,No
1783,01/02/2023,Basic,199,23.5,3,2,31,8,Yes
1784,17/04/2024,Basic,199,11.8,7,1,30,50,Yes
1785,13/03/2023,Premium,699,20.2,5,1,8,15,No
1786,14/03/2023,Basic,199,17.2,6,4,3,30,No
1787,24/10/2024,Standard,399,22.1,8,0,17,45,No
1788,10/02/2023,Premium,699,11.2,0,2,2,51,Yes
1789,08/05/2023,Standard,399,18.1,8,5,26,41,Yes
1790,03/11/2024,Basic,199,21.3,1,5,10,10,No
1791,19/10/2024,Standard,399,22.9,7,1,10,16,Yes
1792,30/10/2023,Premium,699,11.7,7,1,5,48,Yes
1793,31/08/2024,Premium,699,8.6,7,5,29,16,No
1794,31/07/2024,Basic,199,4.1,4,0,9,14,No
1795,31/12/2024,Standard,399,8,2,4,19,40,Yes
1796,29/01/2024,Standard,399,4.3,2,1,19,38,Yes
1797,13/01/2023,Standard,399,1.2,3,4,15,19,Yes
1798,24/06/2023,Standard,399,18.2,8,3,24,30,Yes
1799,11/05/2024,Standard,399,14.9,8,2,10,33,Yes
1800,15/01/2023,Premium,699,21.8,7,1,11,30,No
1801,15/09/2024,Premium,699,8.9,4,1,5,14,Yes
1802,15/10/2024,Premium,699,16.4,5,3,8,29,Yes
1803,03/10/2024,Basic,199,22.5,3,2,34,42,Yes
1804,04/07/2024,Basic,199,12.9,4,4,22,34,No
1805,07/07/2023,Basic,199,11.4,8,1,4,15,No
1806,30/09/2023,Premium,699,6.1,7,1,16,2,No
1807,16/05/2023,Premium,699,2.7,3,5,18,53,No
1808,03/05/2024,Premium,699,2,3,1,20,37,No
1809,21/07/2023,Standard,399,13.7,0,2,7,50,No
1810,09/08/2023,Standard,399,11.3,7,1,8,6,No
1811,25/04/2023,Premium,699,7.8,0,4,32,27,No
1812,12/04/2024,Premium,699,19.5,3,4,29,51,No
1813,03/06/2024,Basic,199,19,4,3,17,40,Yes
1814,16/12/2023,Standard,399,7.5,4,2,33,55,Yes
1815,14/05/2024,Standard,399,12.8,7,0,36,48,No
1816,09/03/2023,Basic,199,22.4,8,3,21,31,Yes
1817,07/07/2023,Standard,399,2.8,7,2,20,40,Yes
1818,27/06/2024,Basic,199,19.2,3,2,7,32,Yes
1819,10/06/2023,Standard,399,17.3,3,4,7,43,Yes
1820,12/06/2024,Basic,199,19.8,2,4,26,42,Yes
1821,07/11/2023,Standard,399,19.6,4,1,27,59,Yes
1822,11/03/2024,Standard,399,8,5,5,10,20,Yes
1823,29/12/2023,Premium,699,19.2,0,3,26,3,No
1824,02/08/2023,Premium,699,24.4,4,0,9,52,No
1825,27/01/2024,Premium,699,7.7,5,0,17,20,No
1826,08/10/2023,Standard,399,14.2,3,1,36,39,No
1827,30/08/2024,Basic,199,6.5,5,5,5,30,No
1828,13/09/2023,Standard,399,19.6,6,5,3,58,Yes
1829,14/01/2024,Standard,399,2,0,5,25,21,Yes
